"Table S12: Filtered occurrences retrieved from Global Biodiversity Information Facility, GBIF.org (04/28/2020; GBIF Occurrence Download DOI 10.15468/dl.8383sp; (Available as supplementary data and in Github: https://doi.org/10.5281/zenodo.5510615 (https://github.com/GregoryThom/)).",,,,,,,
"name","longitude","latitude","catalogNumber","stateProvince","pop","locality","elevation"
"Lepidocolaptes falcinellus",-50.562773,-29.444381,"OBS293770142","Rio Grande do Sul","South","Brazil---Sao Francisco de Paula vicinity",838.54
"Phylloscartes ventralis",-51.970868,-29.449688,"OBS421897813","Rio Grande do Sul","South","Lajeado",63.41
"Piculus aurulentus",-51.970868,-29.449688,"OBS421899960","Rio Grande do Sul","South","Lajeado",58.19
"Stephanoxis lalandi",-51.970868,-29.449688,"OBS421899967","Rio Grande do Sul","South","Lajeado",65.91
"Syndactyla rufosuperciliata",-51.970868,-29.449688,"OBS421899951","Rio Grande do Sul","South","Lajeado",63.41
"Heliobletus contaminatus",-50.5667,-29.4501,"XC277431","NA","South","São Francisco de Paula",824.31
"Hemitriccus obsoletus",-50.61554,-29.45126,"OBS317514460","Rio Grande do Sul","South","Alpes de São Francisco de Paula",850.02
"Lepidocolaptes falcinellus",-50.61554,-29.45126,"OBS317514445","Rio Grande do Sul","South","Alpes de São Francisco de Paula",881.07
"Microspingus lateralis",-50.61554,-29.45126,"OBS317514494","Rio Grande do Sul","South","Alpes de São Francisco de Paula",881.07
"Piculus aurulentus",-50.61554,-29.45126,"OBS317514426","Rio Grande do Sul","South","Alpes de São Francisco de Paula",865.64
"Stephanoxis lalandi",-50.61554,-29.45126,"OBS317514419","Rio Grande do Sul","South","Alpes de São Francisco de Paula",884.53
"Synallaxis cinerascens",-50.61554,-29.45126,"OBS317514452","Rio Grande do Sul","South","Alpes de São Francisco de Paula",834.77
"Microspingus lateralis",-50.61196,-29.45175,"OBS439043926","Rio Grande do Sul","South","Tower Haamus - San Francisco de Paula",881.07
"Stephanophorus diadematus",-50.61196,-29.45175,"OBS437236992","Rio Grande do Sul","South","Tower Haamus - San Francisco de Paula",854.21
"Hemitriccus obsoletus",-50.677185,-29.465905,"OBS219283230","Rio Grande do Sul","South","Hotel Veraneio Hampel grounds",481.68
"Microspingus lateralis",-51.099467,-29.466111,"OBS318605642","Rio Grande do Sul","South","Picada Café",296.84
"Stephanoxis lalandi",-51.099467,-29.466111,"OBS318605617","Rio Grande do Sul","South","Picada Café",295.6
"Elaenia mesoleuca",-53.281182,-29.466129,"OBS435353021","Rio Grande do Sul","South","PEQC - Parque Estadual Quarta Colonia (Sede)",146.35
"Microspingus lateralis",-53.281182,-29.466129,"OBS435353035","Rio Grande do Sul","South","PEQC - Parque Estadual Quarta Colonia (Sede)",138.38
"Phylloscartes ventralis",-53.281182,-29.466129,"OBS435376185","Rio Grande do Sul","South","PEQC - Parque Estadual Quarta Colonia (Sede)",146.35
"Piculus aurulentus",-53.281182,-29.466129,"OBS437982276","Rio Grande do Sul","South","PEQC - Parque Estadual Quarta Colonia (Sede)",117.46
"Stephanoxis lalandi",-53.281182,-29.466129,"OBS435353041","Rio Grande do Sul","South","PEQC - Parque Estadual Quarta Colonia (Sede)",138.52
"Synallaxis cinerascens",-53.281182,-29.466129,"OBS435353085","Rio Grande do Sul","South","PEQC - Parque Estadual Quarta Colonia (Sede)",155.7
"Syndactyla rufosuperciliata",-53.281182,-29.466129,"OBS435353092","Rio Grande do Sul","South","PEQC - Parque Estadual Quarta Colonia (Sede)",146.35
"Stephanoxis lalandi",-52.416667,-29.466667,91063,"Rio Grande do Sul","South","Linha Paredao",515.01
"Elaenia mesoleuca",-50.630493,-29.470688,"OBS219222041","Rio Grande do Sul","South","Brazil, RGdS, Sao Francisco de Paulo area",567.78
"Microspingus lateralis",-50.630493,-29.470688,"OBS219222047","Rio Grande do Sul","South","Brazil, RGdS, Sao Francisco de Paulo area",603.05
"Hemitriccus obsoletus",-50.655212,-29.471883,"OBS276761466","Rio Grande do Sul","South","Sao Francisco de Paula: highland housing tract",499.2
"Hemitriccus obsoletus",-50.17,-29.477,199181,"Rio Grande do Sul","South","São Francisco de Paula; Centro de Pesquisas e Conservação da Natureza Pró-Mata",561.26
"Lepidocolaptes falcinellus",-50.17,-29.477,199187,"Rio Grande do Sul","South","São Francisco de Paula; Centro de Pesquisas e Conservação da Natureza Pró-Mata",703.39
"Muscipipra vetula",-50.17,-29.477,199189,"Rio Grande do Sul","South","São Francisco de Paula; Centro de Pesquisas e Conservação da Natureza Pró-Mata",620.08
"Phylloscartes difficilis",-50.17,-29.477,199201,"Rio Grande do Sul","South","São Francisco de Paula; Centro de Pesquisas e Conservação da Natureza Pró-Mata",561.26
"Castanozoster thoracica",-50.17,-29.477,199114,"Rio Grande do Sul","South","São Francisco de Paula; Centro de Pesquisas e Conservação da Natureza Pró-Mata",634.28
"Saltator maxillosus",-50.17,-29.477,199191,"Rio Grande do Sul","South","São Francisco de Paula; Centro de Pesquisas e Conservação da Natureza Pró-Mata",634.28
"Stephanoxis lalandi",-50.17,-29.477,199178,"Rio Grande do Sul","South","São Francisco de Paula; Centro de Pesquisas e Conservação da Natureza Pró-Mata",709.44
"Synallaxis cinerascens",-50.17,-29.477,199196,"Rio Grande do Sul","South","São Francisco de Paula; Centro de Pesquisas e Conservação da Natureza Pró-Mata",620.08
"Microspingus lateralis",-56.840858,-29.477712,"OBS245903032","Corrientes","South","Yapeyú",49.89
"Stephanoxis lalandi",-51.351084,-29.479202,"OBS403068737","Rio Grande do Sul","South","Bom Princípio",23.35
"Synallaxis cinerascens",-51.351084,-29.479202,"OBS403068709","Rio Grande do Sul","South","Bom Princípio",41.92
"Chamaeza ruficauda",-50.173787,-29.480109,"OBS281998539","Rio Grande do Sul","South","Pró-Mata",634.28
"Elaenia mesoleuca",-50.173787,-29.480109,"OBS382159531","Rio Grande do Sul","South","Pró-Mata",589.85
"Heliobletus contaminatus",-50.173787,-29.480109,"OBS281998547","Rio Grande do Sul","South","Pró-Mata",536.55
"Hemitriccus obsoletus",-50.173787,-29.480109,"OBS281998561","Rio Grande do Sul","South","Pró-Mata",561.26
"Lepidocolaptes falcinellus",-50.173787,-29.480109,"OBS281998545","Rio Grande do Sul","South","Pró-Mata",703.39
"Mackenziaena leachii",-50.173787,-29.480109,"OBS382159505","Rio Grande do Sul","South","Pró-Mata",536.55
"Microspingus lateralis",-50.173787,-29.480109,"OBS281998593","Rio Grande do Sul","South","Pró-Mata",703.39
"Muscipipra vetula",-50.173787,-29.480109,"OBS281998566","Rio Grande do Sul","South","Pró-Mata",620.08
"Phylloscartes difficilis",-50.173787,-29.480109,"OBS281998559","Rio Grande do Sul","South","Pró-Mata",561.26
"Piculus aurulentus",-50.173787,-29.480109,"OBS281998519","Rio Grande do Sul","South","Pró-Mata",536.55
"Saltator maxillosus",-50.173787,-29.480109,"OBS382159572","Rio Grande do Sul","South","Pró-Mata",634.28
"Stephanoxis lalandi",-50.173787,-29.480109,"OBS281998513","Rio Grande do Sul","South","Pró-Mata",709.44
"Synallaxis cinerascens",-50.173787,-29.480109,"OBS281998553","Rio Grande do Sul","South","Pró-Mata",620.08
"Chamaeza ruficauda",-50.174809,-29.480994,"OBS443724625","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",634.28
"Elaenia mesoleuca",-50.174809,-29.480994,"OBS441226218","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",742.18
"Heliobletus contaminatus",-50.174809,-29.480994,"OBS441226151","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",659.93
"Hemitriccus obsoletus",-50.174809,-29.480994,"OBS443724517","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",561.26
"Lepidocolaptes falcinellus",-50.174809,-29.480994,"OBS441226229","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",703.39
"Microspingus lateralis",-50.174809,-29.480994,"OBS443724588","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",703.39
"Muscipipra vetula",-50.174809,-29.480994,"OBS443724536","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",620.08
"Phylloscartes difficilis",-50.174809,-29.480994,"OBS441226225","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",561.26
"Phylloscartes ventralis",-50.174809,-29.480994,"OBS443724547","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",742.18
"Piculus aurulentus",-50.174809,-29.480994,"OBS443724541","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",659.93
"Piprites pileata",-50.174809,-29.480994,"OBS441226254","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",634.28
"Stephanophorus diadematus",-50.174809,-29.480994,"OBS443724605","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",742.18
"Stephanoxis lalandi",-50.174809,-29.480994,"OBS441226183","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",709.44
"Synallaxis cinerascens",-50.174809,-29.480994,"OBS443724622","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",620.08
"Syndactyla rufosuperciliata",-50.174809,-29.480994,"OBS441226169","Rio Grande do Sul","South","CPCN Pró Mata PUCRS",742.18
"Elaenia mesoleuca",-50.174809,-29.480995,516891,"Rio Grande do Sul","South","São Francisco de Paula; Centro de Pesquisas e Conservação da Natureza Pró-Mata",742.18
"Elaenia mesoleuca",-50.174915,-29.481018,"OBS387254587","Rio Grande do Sul","South","Centro de Pesquisas Pró-Mata/PUCRS",742.18
"Heliobletus contaminatus",-50.174915,-29.481018,"OBS387254590","Rio Grande do Sul","South","Centro de Pesquisas Pró-Mata/PUCRS",659.93
"Hemitriccus obsoletus",-50.174915,-29.481018,"OBS387251829","Rio Grande do Sul","South","Centro de Pesquisas Pró-Mata/PUCRS",561.26
"Lepidocolaptes falcinellus",-50.174915,-29.481018,"OBS387253641","Rio Grande do Sul","South","Centro de Pesquisas Pró-Mata/PUCRS",703.39
"Microspingus lateralis",-50.174915,-29.481018,"OBS387251830","Rio Grande do Sul","South","Centro de Pesquisas Pró-Mata/PUCRS",703.39
"Phylloscartes ventralis",-50.174915,-29.481018,"OBS387254593","Rio Grande do Sul","South","Centro de Pesquisas Pró-Mata/PUCRS",742.18
"Stephanophorus diadematus",-50.174915,-29.481018,"OBS387252955","Rio Grande do Sul","South","Centro de Pesquisas Pró-Mata/PUCRS",742.18
"Stephanoxis lalandi",-50.174915,-29.481018,"OBS387252957","Rio Grande do Sul","South","Centro de Pesquisas Pró-Mata/PUCRS",709.44
"Syndactyla rufosuperciliata",-50.174915,-29.481018,"OBS387253650","Rio Grande do Sul","South","Centro de Pesquisas Pró-Mata/PUCRS",742.18
"Hemitriccus obsoletus",-50.17395,-29.48126,"OBS283805625","Rio Grande do Sul","South","Pró-Mata, PUCRS, Rio Grande do Sul",561.26
"Microspingus lateralis",-50.17395,-29.48126,"OBS283805642","Rio Grande do Sul","South","Pró-Mata, PUCRS, Rio Grande do Sul",703.39
"Stephanoxis lalandi",-50.17395,-29.48126,"OBS313005857","Rio Grande do Sul","South","Pró-Mata, PUCRS, Rio Grande do Sul",709.44
"Saltator maxillosus",-51.351084,-29.483237,"OBS438309124","Rio Grande do Sul","South","Bom Princípio",70.26
"Synallaxis cinerascens",-51.351084,-29.483237,"OBS438309095","Rio Grande do Sul","South","Bom Princípio",41.92
"Stephanoxis lalandi",-51.047431,-29.496274,"OBS403978711","Rio Grande do Sul","South","Estrada Walahai - Morro Reuter",485.59
"Synallaxis cinerascens",-51.047431,-29.496274,"OBS403978705","Rio Grande do Sul","South","Estrada Walahai - Morro Reuter",414.67
"Cacicus chrysopterus",-50.995316,-29.50152,"OBS403983970","Rio Grande do Sul","South","Santa Maria do Herval",565.48
"Mackenziaena leachii",-50.995316,-29.50152,"OBS403983972","Rio Grande do Sul","South","Santa Maria do Herval",558.68
"Phylloscartes ventralis",-50.995316,-29.50152,"OBS403983948","Rio Grande do Sul","South","Santa Maria do Herval",557.13
"Piculus aurulentus",-50.995316,-29.50152,"OBS403983971","Rio Grande do Sul","South","Santa Maria do Herval",558.68
"Elaenia mesoleuca",-50.554383,-29.503001,"OBS552166724","Rio Grande do Sul","South","São Francisco de Paula--Itagiba",534.25
"Heliobletus contaminatus",-50.554383,-29.503001,"OBS552166761","Rio Grande do Sul","South","São Francisco de Paula--Itagiba",567.09
"Mackenziaena leachii",-50.554383,-29.503001,"OBS552166771","Rio Grande do Sul","South","São Francisco de Paula--Itagiba",567.09
"Microspingus lateralis",-50.554383,-29.503001,"OBS552166725","Rio Grande do Sul","South","São Francisco de Paula--Itagiba",559.96
"Piculus aurulentus",-50.554383,-29.503001,"OBS552166773","Rio Grande do Sul","South","São Francisco de Paula--Itagiba",567.09
"Stephanoxis lalandi",-50.554383,-29.503001,"OBS552166742","Rio Grande do Sul","South","São Francisco de Paula--Itagiba",552.54
"Synallaxis cinerascens",-50.554383,-29.503001,"OBS552166737","Rio Grande do Sul","South","São Francisco de Paula--Itagiba",593.31
"Syndactyla rufosuperciliata",-50.554383,-29.503001,"OBS552166757","Rio Grande do Sul","South","São Francisco de Paula--Itagiba",534.25
"Mackenziaena leachii",-51.080372,-29.518175,"OBS528381176","Rio Grande do Sul","South","Morro Reuter--Estrada José Klauck",530.45
"Cacicus chrysopterus",-51.069173,-29.518582,"OBS403970145","Rio Grande do Sul","South","Morro Reuter",571.65
"Heliobletus contaminatus",-51.069173,-29.518582,"OBS403970142","Rio Grande do Sul","South","Morro Reuter",576.46
"Microspingus lateralis",-51.069173,-29.518582,"OBS403970151","Rio Grande do Sul","South","Morro Reuter",571.65
"Syndactyla rufosuperciliata",-51.069173,-29.518582,"OBS403970154","Rio Grande do Sul","South","Morro Reuter",572.35
"Mackenziaena leachii",-52.532131,-29.527436,"OBS272812165","Rio Grande do Sul","South","BR-RS-Sinimbu-197-381 Estrada Linha Primavera",158.8
"Muscipipra vetula",-52.532131,-29.527436,"OBS272983597","Rio Grande do Sul","South","BR-RS-Sinimbu-197-381 Estrada Linha Primavera",147.95
"Piculus aurulentus",-52.532131,-29.527436,"OBS272812156","Rio Grande do Sul","South","BR-RS-Sinimbu-197-381 Estrada Linha Primavera",158.8
"Stephanoxis lalandi",-52.532131,-29.527436,"OBS272812151","Rio Grande do Sul","South","BR-RS-Sinimbu-197-381 Estrada Linha Primavera",122.3
"Elaenia mesoleuca",-50.11236,-29.537161,"OBS439327211","Rio Grande do Sul","South","BR-State of Rio Grande do Sul-Itati - -29.537x-50.112 - Oct 30, 2016 12:17 AM",83.76
"Heliobletus contaminatus",-50.22696,-29.574875,"OBS318699983","Rio Grande do Sul","South","Maquiné",431.52
"Lepidocolaptes falcinellus",-50.22696,-29.574875,"OBS318699993","Rio Grande do Sul","South","Maquiné",564.83
"Piculus aurulentus",-50.22696,-29.574875,"OBS318699927","Rio Grande do Sul","South","Maquiné",431.52
"Stephanoxis lalandi",-50.22696,-29.574875,"OBS318699971","Rio Grande do Sul","South","Maquiné",576.24
"Synallaxis cinerascens",-50.22696,-29.574875,"OBS318699970","Rio Grande do Sul","South","Maquiné",565.54
"Mackenziaena leachii",-51.09782,-29.576704,"OBS318024899","Rio Grande do Sul","South","Dois Irmãos",147.13
"Saltator maxillosus",-53.182,-29.5994,"OSUM Birds B 6040","Rio Grande do Sul","South","Asylo Pella, Rio Grande do Sul, Brazil",428.58
"Synallaxis cinerascens",-52.007185,-29.603088,"OBS399946833","Rio Grande do Sul","South","Maravalha",16.19
"Cacicus chrysopterus",-52.464105,-29.613702,"OBS402708437","Rio Grande do Sul","South","Santa Cruz do Sul",139.95
"Heliobletus contaminatus",-52.464105,-29.613702,"OBS403457238","Rio Grande do Sul","South","Santa Cruz do Sul",121.17
"Mackenziaena leachii",-52.464105,-29.613702,"OBS402697433","Rio Grande do Sul","South","Santa Cruz do Sul",121.17
"Phylloscartes ventralis",-52.464105,-29.613702,"OBS402697460","Rio Grande do Sul","South","Santa Cruz do Sul",102.85
"Piculus aurulentus",-52.464105,-29.613702,"OBS402697462","Rio Grande do Sul","South","Santa Cruz do Sul",121.17
"Stephanoxis lalandi",-52.464105,-29.613702,"OBS402697440","Rio Grande do Sul","South","Santa Cruz do Sul",117.02
"Synallaxis cinerascens",-52.464105,-29.613702,"OBS402697463","Rio Grande do Sul","South","Santa Cruz do Sul",126.97
"Microspingus lateralis",-51.02286,-29.64527,"OBS317482406","Rio Grande do Sul","South","Centenário, Sapiranga",63.56
"Lepidocolaptes falcinellus",-53.898003,-29.671619,"OBS254116701","Rio Grande do Sul","South","FEPAGRO - Boca do Monte",102.31
"Mackenziaena leachii",-53.898003,-29.671619,"OBS254116744","Rio Grande do Sul","South","FEPAGRO - Boca do Monte",102.92
"Cacicus chrysopterus",-50.205367,-29.676653,"OBS528263779","Rio Grande do Sul","South","Maquiné--área geral",42.22
"Phylloscartes ventralis",-50.205367,-29.676653,"OBS528263732","Rio Grande do Sul","South","Maquiné--área geral",43.19
"Piculus aurulentus",-50.205367,-29.676653,"OBS528263769","Rio Grande do Sul","South","Maquiné--área geral",71.02
"Stephanoxis lalandi",-50.205367,-29.676653,"OBS528263788","Rio Grande do Sul","South","Maquiné--área geral",45.33
"Synallaxis cinerascens",-50.205367,-29.676653,"OBS528263799","Rio Grande do Sul","South","Maquiné--área geral",45.49
"Syndactyla rufosuperciliata",-50.205367,-29.676653,"OBS528263749","Rio Grande do Sul","South","Maquiné--área geral",43.19
"Synallaxis cinerascens",-52.409474,-29.710867,"OBS317818180","Rio Grande do Sul","South","Parque da Gruta",126.04
"Phylloscartes ventralis",-53.72035,-29.717389,"OBS401204867","Rio Grande do Sul","South","BR-Rio Grande do Sul-Santa Maria-UFSM-Est. Jd. Botânico.",90.51
"Stephanoxis lalandi",-51.147222,-29.760278,660,"Rio Grande do Sul","South","NA",17.02
"Synallaxis cinerascens",-51.130152,-29.760742,"OBS317792682","Rio Grande do Sul","South","São Leopoldo -- Parque Imperatriz",34.53
"Stephanophorus diadematus",-57.085519,-29.762366,"OBS505392844","Rio Grande do Sul","South","Uruguaiana - BIG DAY 2017",63.94
"Synallaxis cinerascens",-57.085519,-29.762366,"OBS505392895","Rio Grande do Sul","South","Uruguaiana - BIG DAY 2017",63.89
"Syndactyla rufosuperciliata",-57.085519,-29.762366,"OBS505392840","Rio Grande do Sul","South","Uruguaiana - BIG DAY 2017",63.94
"Mackenziaena leachii",-51.0038,-29.796251,"OBS317727834","Rio Grande do Sul","South","Sitio São Luiz",108.32
"Synallaxis cinerascens",-51.0038,-29.796251,"OBS317727860","Rio Grande do Sul","South","Sitio São Luiz",103.2
"Elaenia mesoleuca",-51.170516,-29.911626,"OBS445557118","Rio Grande do Sul","South","Home,Canoas,RS",23.15
"Elaenia mesoleuca",-51.169936,-29.913714,"OBS273097622","Rio Grande do Sul","South","BR-RS-Canoas Parque Munic Getulio Vargas",23.15
"Elaenia mesoleuca",-50.517249,-29.926709,"OBS439326920","Rio Grande do Sul","South","BR-State of Rio Grande do Sul-Santo Antônio da Patrulha-Unnamed Road - -29.927x-50.517",26.88
"Lepidocolaptes falcinellus",-50.929,-29.9638,"OBS318059698","Rio Grande do Sul","South","Limites da APA do Banhado Grande",36.89
"Elaenia mesoleuca",-51.545985,-29.994699,"OBS438851944","Rio Grande do Sul","South","BR-Rio Grande do Sul-Charqueadas - -29,995x-51,546 - 04/09/2016 0h36",33.43
