"Supplementary_Data_3: Filtered occurrences retrieved from Global Biodiversity Information Facility, GBIF.org (04/28/2020; GBIF Occurrence Download DOI 10.15468/dl.8383sp; (Available as supplementary data and in Github: https://doi.org/10.5281/zenodo.5510615 (https://github.com/GregoryThom/)).",,,,,,,,,
"Species","longitude","latitude","state","locality","year","month","identifier","seasson","Elevation"
"Syndactyla rufosuperciliata",-49.636667,-28.160833,"Santa Catarina","PN São Joaquim--Grade PPBio, S3500",2015,2,"OBS322774839","sum",1596.78
"Syndactyla rufosuperciliata",-55.647466,-28.175853,"Corrientes","Garruchos",2018,10,"OBS672190358","spri",83.87
"Syndactyla rufosuperciliata",-50.640827,-28.182961,"Santa Catarina","Fazenda Pai João - Capão Alto",2015,10,"OBS346322006","spri",1007.83
"Syndactyla rufosuperciliata",-50.627401,-28.18615,"Santa Catarina","BR-Santa Catarina - Capão Alto -- 28,186x-50,627",2017,1,"OBS461374416","sum",1012.03
"Syndactyla rufosuperciliata",-49.392693,-28.191404,"Santa Catarina","PE Serra Furada--sede",2016,2,"OBS373343933","sum",511.58
"Syndactyla rufosuperciliata",-49.398774,-28.191695,"Santa Catarina","Prox. do Parque Estadual da Serra Furada, Orleans",2015,10,"OBS350586941","spri",559.98
"Syndactyla rufosuperciliata",-50.636581,-28.194785,"Santa Catarina","BR-Santa Catarina-Capão Alto -- 28,195x-50,637",2017,1,"OBS461375659","sum",1007.83
"Syndactyla rufosuperciliata",-53.670286,-28.222882,"Rio Grande do Sul","Linha 28, Ajuricaba, Rio Grande do Sul, Brasil ",2018,9,"OBS661953706","spri",399.92
"Syndactyla rufosuperciliata",-55.974463,-28.226244,"Corrientes","Ea. Virocay (AICA CR15)",2015,7,"OBS354436428","wint",118.78
"Syndactyla rufosuperciliata",-55.756,-28.2295,"Corrientes","Colonia Garabí (AICA CR15)",2017,1,"OBS462586412","sum",77.89
"Syndactyla rufosuperciliata",-51.169633,-28.232058,"Rio Grande do Sul","ESEC de Aracuri",2017,5,"OBS580598752","fall",889.81
"Syndactyla rufosuperciliata",-49.513521,-28.241388,"Santa Catarina","BR-Santa Catarina-Orleans - -28,241x-49,514 - 29/06/2016 05:43",2016,6,"OBS415442610","wint",954.03
"Syndactyla rufosuperciliata",-52.739299,-28.263232,"Rio Grande do Sul","BR-Rio Grande do Sul-Carazinho - -28,263x-52,739 - 2 de abr de 2017 10:20",2017,4,"OBS481128937","fall",556.93
"Syndactyla rufosuperciliata",-52.744095,-28.264813,"Rio Grande do Sul","Carazinho -- Parque Municipal",2015,5,"OBS317669895","fall",562.39
"Syndactyla rufosuperciliata",-52.18839,-28.293867,"Rio Grande do Sul","Floresta Nacional de Passo Fundo--Mato Castelhano",2016,7,"OBS418399718","wint",725.12
"Syndactyla rufosuperciliata",-52.781559,-28.296087,"Rio Grande do Sul","Aquático Carazinho",2016,7,"OBS420985644","wint",562.25
"Syndactyla rufosuperciliata",-53.876882,-28.297619,"Rio Grande do Sul","Ijuí (Distrito Santana)",2018,10,"OBS663990595","spri",290.59
"Syndactyla rufosuperciliata",-52.598487,-28.310827,"Rio Grande do Sul","Fazenda Aparecida,  SAP, Rio Grande do Sul, BR (-28,311, -52,598)",2018,10,"OBS667033198","spri",565.46
"Syndactyla rufosuperciliata",-52.765059,-28.311786,"Rio Grande do Sul","Pedreira",2018,1,"OBS566161934","sum",562.25
"Syndactyla rufosuperciliata",-52.925563,-28.332035,"Rio Grande do Sul","Fazenda Ari Xavier",2017,1,"OBS460607722","sum",523.48
"Syndactyla rufosuperciliata",-52.700189,-28.348738,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,349, -52,7)",2017,9,"OBS537237232","spri",530.08
"Syndactyla rufosuperciliata",-52.738194,-28.355,"Rio Grande do Sul","Camping Ribas",2017,3,"OBS478430325","fall",516.19
"Syndactyla rufosuperciliata",-53.691809,-28.372296,"Rio Grande do Sul","Mata da Capela, Bozano,Rio Grande do Sul, BR (-28,372, -53,692)",2018,5,"OBS624419474","fall",418.97
"Syndactyla rufosuperciliata",-53.693363,-28.374224,"Rio Grande do Sul","Mato da Capela",2016,5,"OBS403733426","fall",418.97
"Syndactyla rufosuperciliata",-53.689392,-28.375189,"Rio Grande do Sul","Bozano--Mato da Capela",2018,5,"OBS625008865","fall",434.54
"Syndactyla rufosuperciliata",-52.77684,-28.382339,"Rio Grande do Sul","Granja Pinheiros",2018,7,"OBS639688472","wint",546.41
"Syndactyla rufosuperciliata",-57.880842,-28.387672,"Corrientes","Paso Batalla",2015,9,"OBS346467601","spri",64.28
"Syndactyla rufosuperciliata",-53.947769,-28.391396,"Rio Grande do Sul","Unijuí Campus",2018,11,"OBS676938381","spri",312.03
"Syndactyla rufosuperciliata",-57.882596,-28.392822,"Corrientes","Concepción del Yaguareté Corá",2018,11,"OBS680330756","spri",64.28
"Syndactyla rufosuperciliata",-57.856664,-28.400709,"Corrientes","Sendero Caaby “Aguilar”.",2018,11,"OBS680798749","spri",65.64
"Syndactyla rufosuperciliata",-57.824328,-28.424352,"Corrientes","Camino de Acceso al Portal Carambola",2018,11,"OBS680798411","spri",64.73
"Syndactyla rufosuperciliata",-52.703154,-28.460316,"Rio Grande do Sul","Fazenda Tedesco",2018,9,"OBS654961051","spri",452.09
"Syndactyla rufosuperciliata",-52.696447,-28.462026,"Rio Grande do Sul","Fazenda Tedesco Sto Antônio Do Planalto (-28,462, -52,696)",2018,5,"OBS611802264","fall",452.09
"Syndactyla rufosuperciliata",-52.82864,-28.46215,"Rio Grande do Sul","(-28,462, -52,829)",2017,11,"OBS548345268","spri",495.77
"Syndactyla rufosuperciliata",-52.805656,-28.480473,"Rio Grande do Sul","Não-Me-Toque--Estacionamento Expodireto",2018,8,"OBS644815223","wint",482.26
"Syndactyla rufosuperciliata",-52.905914,-28.483043,"Rio Grande do Sul","-28,483x-52,906 - 15 de jul de 2017 09:13",2017,7,"OBS519530678","wint",426.45
"Syndactyla rufosuperciliata",-52.907185,-28.483604,"Rio Grande do Sul","Não-Me-Toque--Açudes Manoela",2018,7,"OBS640058977","wint",426.45
"Syndactyla rufosuperciliata",-52.859768,-28.49148,"Rio Grande do Sul","Mato Strix, NMT,Rio Grande do Sul, BR (-28,491, -52,86)",2018,1,"OBS572860559","sum",470.69
"Syndactyla rufosuperciliata",-52.550397,-28.499245,"Rio Grande do Sul","Condomínio Reserva do Lago",2018,3,"OBS584674223","fall",496.64
"Syndactyla rufosuperciliata",-50.261035,-28.502413,"Rio Grande do Sul","Bom Jesus--Passo do Inferno",2017,3,"OBS580513495","fall",956.5
"Syndactyla rufosuperciliata",-52.90603,-28.504176,"Rio Grande do Sul","BR-Rio Grande do Sul-Não-Me-Toque - -28,504x-52,906 - 8 de mai de 2017 06:33",2017,5,"OBS501702703","fall",419.61
"Syndactyla rufosuperciliata",-52.905019,-28.504433,"Rio Grande do Sul","Mato do Arlei",2018,1,"OBS570345206","sum",419.61
"Syndactyla rufosuperciliata",-52.889784,-28.506301,"Rio Grande do Sul","-28,506x-52,89 - 7 de mai de 2016 19:41",2016,5,"OBS399427486","fall",444.15
"Syndactyla rufosuperciliata",-52.890406,-28.509858,"Rio Grande do Sul","Propriedade Kilpp- NMT , Rio Grande do Sul, BR (-28,51, -52,89)",2018,1,"OBS571456374","sum",444.15
"Syndactyla rufosuperciliata",-52.901495,-28.510659,"Rio Grande do Sul","BR-Rio Grande do Sul-Não-Me-Toque - -28,511x-52,901 - 20 de nov de 2016 10:03",2018,2,"OBS576315509","sum",419.61
"Syndactyla rufosuperciliata",-52.789182,-28.521272,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,521, -52,789)",2017,12,"OBS556600515","sum",446.2
"Syndactyla rufosuperciliata",-52.78871,-28.5213,"Rio Grande do Sul","(-28,521, -52,789)",2017,8,"OBS524494532","wint",446.2
"Syndactyla rufosuperciliata",-52.788759,-28.521316,"Rio Grande do Sul","Mato de Invernadinha-NMT(-28,521, -52,789)",2018,1,"OBS568264058","sum",446.2
"Syndactyla rufosuperciliata",-52.789274,-28.521334,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,521, -52,789)",2017,12,"OBS558619188","sum",446.2
"Syndactyla rufosuperciliata",-52.789356,-28.521452,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,521, -52,789)",2017,9,"OBS534445139","spri",446.2
"Syndactyla rufosuperciliata",-52.788032,-28.521941,"Rio Grande do Sul","Mato de Invernadinha - Nmt(-28,522, -52,788)",2018,1,"OBS569188128","sum",446.2
"Syndactyla rufosuperciliata",-57.180922,-28.529527,"Corrientes","AR-Corrientes-San Martín (-28.5295,-57.1809)",2018,11,"OBS677503476","spri",63.87
"Syndactyla rufosuperciliata",-57.174225,-28.53552,"Corrientes","Carlos Pellegrini y Laguna Iberá (AICA CR10)",2016,10,"OBS440772872","spri",65.11
"Syndactyla rufosuperciliata",-53.613531,-28.536373,"Rio Grande do Sul","Propriedade Lauro Stella",2015,5,"OBS316220478","fall",413.43
"Syndactyla rufosuperciliata",-54.552467,-28.539579,"Rio Grande do Sul","Trilha Tenonde - São Miguel Das Missões (-28,54, -54,552)",2018,2,"OBS574297030","sum",268.01
"Syndactyla rufosuperciliata",-49.609494,-28.546333,"Santa Catarina","BR-Santa Catarina-Siderópolis - -28,534x-49,567 - 06/11/2016 06:08",2016,11,"OBS441317513","spri",691.04
"Syndactyla rufosuperciliata",-52.720677,-28.548601,"Rio Grande do Sul","BR-Rio Grande do Sul-Victor Graeff-Estrada São José do Umbú - -28,549x-52,721",2017,7,"OBS518322706","wint",411.12
"Syndactyla rufosuperciliata",-49.599906,-28.550085,"Santa Catarina","BR-Santa Catarina-Siderópolis - -28,55x-49,6 - 01/05/2017 16:21",2017,5,"OBS493046217","fall",691.04
"Syndactyla rufosuperciliata",-49.588616,-28.55339,"Santa Catarina","Siderópolis -- Trilha dos Tropeiros",2015,8,"OBS351464150","wint",372.93
"Syndactyla rufosuperciliata",-52.562579,-28.556386,"Rio Grande do Sul","Estrada para UHE Ernestina",2018,1,"OBS565875055","sum",475.13
"Syndactyla rufosuperciliata",-56.026626,-28.559119,"Corrientes","Santo Tomé",2016,12,"OBS458400699","sum",67.14
"Syndactyla rufosuperciliata",-49.591614,-28.560403,"Santa Catarina","BR-Santa Catarina-Siderópolis - -28,56x-49,592 - 01/03/2016 19:55",2016,1,"OBS378222117","sum",372.93
"Syndactyla rufosuperciliata",-49.582286,-28.564321,"Santa Catarina","Siderópolis--Costão da Serra",2015,8,"OBS377072491","wint",372.93
"Syndactyla rufosuperciliata",-51.325335,-28.569145,"Rio Grande do Sul","PCH Jardim, André da Rocha",2016,3,"OBS705343830","fall",652.76
"Syndactyla rufosuperciliata",-52.815163,-28.575326,"Rio Grande do Sul","Banhado Linha Glória",2018,5,"OBS624042084","fall",443.68
"Syndactyla rufosuperciliata",-49.550357,-28.596957,"Santa Catarina","Barragem do Rio São Bento, Siderópolis",2015,4,"OBS307122689","fall",187.19
"Syndactyla rufosuperciliata",-49.585741,-28.598539,"Santa Catarina","Estrada da Gruta, Siderópolis",2016,12,"OBS449535847","sum",346.1
"Syndactyla rufosuperciliata",-51.471333,-28.617528,"Rio Grande do Sul","André da Rocha--Chimarrão",2018,4,"OBS603891496","fall",622.32
"Syndactyla rufosuperciliata",-52.745011,-28.619326,"Rio Grande do Sul","Lucio Loesch,  Victor Graeff,  Rio Grande do Sul, BR (-28,619, -52,745)",2018,8,"OBS644815055","wint",406.63
"Syndactyla rufosuperciliata",-49.61887,-28.632365,"Santa Catarina","BR-Santa Catarina-Nova Veneza - -28,632x-49,619 - 16/12/2016 20:35",2016,12,"OBS482837527","sum",565.7
"Syndactyla rufosuperciliata",-49.607378,-28.647213,"Santa Catarina","Unnamed Road, Santa Catarina, BR (-28,647, -49,607)",2017,9,"OBS537120424","spri",470.97
"Syndactyla rufosuperciliata",-53.593508,-28.650675,"Rio Grande do Sul","Meu jardim",2016,5,"OBS402778233","fall",435.65
"Syndactyla rufosuperciliata",-53.656669,-28.680046,"Rio Grande do Sul","Cruz Alta",2018,5,"OBS611432336","fall",423.53
"Syndactyla rufosuperciliata",-53.712974,-28.681552,"Rio Grande do Sul","Fazenda Boqueirão/Cruz Alta",2015,5,"OBS317755618","fall",410.49
"Syndactyla rufosuperciliata",-49.820859,-28.705895,"Santa Catarina","BR-Santa Catarina-Morro Grande - -28,706x-49,821 - 01/03/2016 20:24",2016,3,"OBS378789367","fall",938.55
"Syndactyla rufosuperciliata",-59.391146,-28.72008,"Santa Fe","Reserva Privada Usos Múltiples Guapo-í, Aº Ceibal",2017,12,"OBS561828762","sum",41.81
"Syndactyla rufosuperciliata",-53.403532,-28.733595,"Rio Grande do Sul","Cruz Alta--Capão da Atafona",2018,9,"OBS658928154","spri",396.77
"Syndactyla rufosuperciliata",-51.795535,-28.759617,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,76, -51,796)",2017,2,"OBS523017278","sum",536.55
"Syndactyla rufosuperciliata",-49.968889,-28.793161,"Rio Grande do Sul","São José dos Ausentes - Campos do Alto da Serra da Rocinha",2015,2,"OBS416495367","sum",1156.16
"Syndactyla rufosuperciliata",-51.416585,-28.802528,"Rio Grande do Sul","(-28,8025,-51,4166)",2018,11,"OBS678025681","spri",592.6
"Syndactyla rufosuperciliata",-49.934589,-28.803974,"Santa Catarina","Est. Gasoduto, Serra da Rocinha, Timbé do Sul",2016,6,"OBS414340618","wint",608.14
"Syndactyla rufosuperciliata",-49.914687,-28.83129,"Santa Catarina","Cachoeira da Cortina",2015,1,"OBS403278006","sum",448.57
"Syndactyla rufosuperciliata",-50.693797,-28.845081,"Rio Grande do Sul","95400-000, São Francisco de Paula BR-RS (-28,8451,-50,6938)",2018,8,"OBS646494063","wint",785.21
"Syndactyla rufosuperciliata",-52.298506,-28.85408,"Rio Grande do Sul","Perau de Janeiro, Arvorezinha/RS",2017,11,"OBS551189719","spri",603.58
"Syndactyla rufosuperciliata",-51.752784,-28.874645,"Rio Grande do Sul","BR-Rio Grande do Sul-Fagundes Varela - -28,875x-51,753 - 20/02/2017 14:49",2017,2,"OBS503367940","sum",425.87
"Syndactyla rufosuperciliata",-52.41303,-28.888552,"Rio Grande do Sul","Rio Grande do Sul, BR (-28,889, -52,413)",2018,2,"OBS579368755","sum",675.01
"Syndactyla rufosuperciliata",-51.745551,-28.891606,"Rio Grande do Sul","BR-Rio Grande do Sul-Fagundes Varela - -28,892x-51,746 - 18/02/2017 13:50",2017,2,"OBS503363140","sum",518.97
"Syndactyla rufosuperciliata",-50.808933,-28.897019,"Rio Grande do Sul","PE Palanq",2018,1,"OBS565593968","sum",691.44
"Syndactyla rufosuperciliata",-51.526474,-28.962032,"Rio Grande do Sul","Propriedade Romildo Ceppo",2018,5,"OBS613508360","fall",584.8
"Syndactyla rufosuperciliata",-51.893656,-28.971127,"Rio Grande do Sul","-28,971x-51,894 - 28/02/2017 08:50",2017,2,"OBS471277942","sum",356.98
"Syndactyla rufosuperciliata",-50.80513,-29.01607,"Rio Grande do Sul","95400-000, Caxias do Sul BR-RS (-29,0161,-50,8051)",2018,7,"OBS644786573","wint",856.22
"Syndactyla rufosuperciliata",-51.709144,-29.022401,"Rio Grande do Sul","BR-Rio Grande do Sul-Cotiporã - -29,022x-51,709 - 22/05/2017 14:26",2017,2,"OBS503372058","sum",336.48
"Syndactyla rufosuperciliata",-51.909941,-29.040076,"Rio Grande do Sul","BR-Rio Grande do Sul-Vespasiano Correa - -29,04x-51,91 - 15/04/2017 18:13",2017,4,"OBS486038772","fall",314.94
"Syndactyla rufosuperciliata",-51.911817,-29.046871,"Rio Grande do Sul","Ferrovia do Trigo -- Viaduto 13",2016,3,"OBS380113065","fall",311.74
"Syndactyla rufosuperciliata",-50.365053,-29.092279,"Rio Grande do Sul","P.E. do Tainhas Rio Grande do Sul, BR (-29,092, -50,365)",2018,2,"OBS582577417","sum",833.91
"Syndactyla rufosuperciliata",-50.081842,-29.158892,"Rio Grande do Sul","PN Aparados da Serra--Cânion do Itaimbezinho",2016,12,"OBS460143193","sum",945.99
"Syndactyla rufosuperciliata",-49.98381,-29.159053,"Santa Catarina","Refúgio Ecológico Pedra Afiada",2015,3,"OBS424044126","fall",238.81
"Syndactyla rufosuperciliata",-50.078945,-29.159657,"Santa Catarina","PN Aparados da Serra",2018,9,"OBS671688020","spri",945.99
"Syndactyla rufosuperciliata",-51.14743,-29.1614,"Rio Grande do Sul","Universidade de Caxias do Sul - UCS",2017,9,"OBS533637454","spri",777.62
"Syndactyla rufosuperciliata",-52.063571,-29.162124,"Rio Grande do Sul","(-29,162, -52,064)",2018,1,"OBS569928025","sum",437.13
"Syndactyla rufosuperciliata",-52.285337,-29.182645,"Rio Grande do Sul","BR-Rio Grande do Sul-Progresso-Unnamed Road - -29,183x-52,285",2017,3,"OBS479017589","fall",289.55
"Syndactyla rufosuperciliata",-49.952393,-29.197588,"Santa Catarina","Praia Grande (SC)--área geral",2018,9,"OBS656286815","spri",60.57
"Syndactyla rufosuperciliata",-50.857252,-29.213658,"Rio Grande do Sul","96330-000, Caxias do Sul BR-RS (-29,2137,-50,8573)",2018,8,"OBS652873932","wint",747.91
"Syndactyla rufosuperciliata",-50.855878,-29.217351,"Rio Grande do Sul","(-29,2174,-50,8559)",2018,12,"OBS683601809","sum",693.21
"Syndactyla rufosuperciliata",-51.338,-29.2263,"Rio Grande do Sul","Reserva Ecológica Parque dos Pinheiros",2017,9,"OBS533950072","spri",724.9
"Syndactyla rufosuperciliata",-59.571218,-29.246235,"Santa Fe","Isla La Fuente, Puerto Reconquista",2018,5,"OBS623535439","fall",34.42
"Syndactyla rufosuperciliata",-51.89357,-29.26895,"Rio Grande do Sul","Morro Paraglaider ",2017,7,"OBS520418965","wint",178.25
"Syndactyla rufosuperciliata",-52.19686,-29.272746,"Rio Grande do Sul","Tamanduá",2018,7,"OBS641833966","wint",423.33
"Syndactyla rufosuperciliata",-52.07659,-29.288556,"Rio Grande do Sul","Lagoa do Herval, Travesseiro, RS",2015,5,"OBS317566059","fall",255.99
"Syndactyla rufosuperciliata",-49.982884,-29.288975,"Rio Grande do Sul","Camping Cachoeira dos Borges",2016,12,"OBS460123852","sum",464.75
"Syndactyla rufosuperciliata",-51.887729,-29.313773,"Rio Grande do Sul","BR-RS-Roca Sales-95735 - -29,3138x-51,8877",2016,10,"OBS437795358","spri",125.18
"Syndactyla rufosuperciliata",-51.877484,-29.320502,"Rio Grande do Sul","Morro Lohmann",2016,10,"OBS438114497","spri",215.64
"Syndactyla rufosuperciliata",-51.93439,-29.33774,"Rio Grande do Sul","Morro Gaúcho",2018,9,"OBS656910710","spri",198.16
"Syndactyla rufosuperciliata",-52.420509,-29.345914,"Rio Grande do Sul","Mata Sete Léguas/Perau da Nega -Boqueirão do Leão - -29,338x-52,443",2018,3,"OBS593937309","fall",567.46
"Syndactyla rufosuperciliata",-51.934806,-29.357699,"Rio Grande do Sul","Morro Gaúcho, Arroio Do Meio",2017,10,"OBS544909845","spri",133.24
"Syndactyla rufosuperciliata",-51.107544,-29.372417,"Rio Grande do Sul","Nova Petrópolis, Parque Aldeia do Imigrante, Rio Grande do Sul, BR",2017,12,"OBS558306439","sum",517.4
"Syndactyla rufosuperciliata",-50.393889,-29.389722,"Rio Grande do Sul","São Francisco de Paula--estrada da RS-020 a FLONA",2018,9,"OBS660694819","spri",911.49
"Syndactyla rufosuperciliata",-51.919265,-29.395228,"Rio Grande do Sul","1189 Rua Helmuth Kuhn, Rio Grande do Sul, BR (-29,395, -51,919)",2018,2,"OBS577201318","sum",41.06
"Syndactyla rufosuperciliata",-50.046362,-29.396964,"Rio Grande do Sul","Cascata da Pedra Branca--Três Forquilhas",2018,5,"OBS613227297","fall",706.61
"Syndactyla rufosuperciliata",-52.227776,-29.398496,"Rio Grande do Sul","São Miguel, Sério",2017,10,"OBS543307449","spri",474.18
"Syndactyla rufosuperciliata",-50.386593,-29.423739,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-29,424, -50,387)",2017,10,"OBS543504862","spri",852.41
"Syndactyla rufosuperciliata",-50.386768,-29.423851,"Rio Grande do Sul","FLONA São Francisco de Paula",2018,1,"OBS564481701","sum",852.41
"Syndactyla rufosuperciliata",-50.3875,-29.4244,"NA","São Francisco de Paula, FLONA, Rio Grande do Sul",2018,3,"422209@XC","fall",852.41
"Syndactyla rufosuperciliata",-50.393583,-29.432006,"Rio Grande do Sul","FLONA de São Francisco de Paula, Rio Grande do Sul, BR (-29,432, -50,394)",2018,3,"OBS586512245","fall",852.41
"Syndactyla rufosuperciliata",-50.580228,-29.442807,"Rio Grande do Sul","São Francisco de Paula--área geral",2016,10,"OBS528801072","spri",852.06
"Syndactyla rufosuperciliata",-50.611284,-29.442862,"Rio Grande do Sul","São Francisco de Paula -- Hotel Veraneio Hampel",2018,5,"OBS623821845","fall",881.84
"Syndactyla rufosuperciliata",-51.138131,-29.442929,"Rio Grande do Sul","Picada Café--área geral",2018,5,"OBS626968379","fall",248.29
"Syndactyla rufosuperciliata",-50.5444,-29.4471,"south","Sao Francisco de Paula- Parque Municipal da RONDA- RS",,,"LGEMA18831",,
"Syndactyla rufosuperciliata",-51.970868,-29.449688,"Rio Grande do Sul","Lajeado",2016,7,"OBS421899951","wint",64.28
"Syndactyla rufosuperciliata",-50.61554,-29.45126,"Rio Grande do Sul","Alpes de São Francisco de Paula",2015,5,"OBS317514447","fall",881.84
"Syndactyla rufosuperciliata",-51.974679,-29.456298,"Rio Grande do Sul","Lagoa Do Coração",2017,8,"OBS523913404","wint",57.61
"Syndactyla rufosuperciliata",-50.581111,-29.458333,"Rio Grande do Sul","São Francisco de Paula--Pousada Recanto da Mata",2018,4,"OBS599488958","fall",812.01
"Syndactyla rufosuperciliata",-51.997207,-29.459961,"Rio Grande do Sul","Jardim Botânico de Lajeado",2017,10,"OBS541946396","spri",73.9
"Syndactyla rufosuperciliata",-50.500599,-29.464411,"Rio Grande do Sul","São Francisco de Paula--Instituto Arca Verde",2017,12,"OBS558739763","sum",872.68
"Syndactyla rufosuperciliata",-53.281182,-29.466129,"Rio Grande do Sul","PEQC - Parque Estadual Quarta Colonia (Sede)",2016,10,"OBS435353092","spri",137.75
"Syndactyla rufosuperciliata",-51.174834,-29.470013,"Rio Grande do Sul","Linha Nova - RS",2017,12,"OBS562460776","sum",258.92
"Syndactyla rufosuperciliata",-50.174809,-29.480994,"Rio Grande do Sul","CPCN Pró Mata PUCRS",2018,2,"OBS579889081","sum",690.73
